LR.Index	CellCall	CellChat	CellPhoneDB	CytoTalk	ICELLNET	iTALK	NATMI	scMLnet	SinglecellsignalR	celltalkdb
BMP4_RGMB	0	0	0	0	0	0	1	0	0	0
BMP5_ACVR1	0	1	1	0	1	1	0	1	0	0
BMP5_ACVR2A	0	1	0	0	1	1	0	1	0	0
BMP5_ACVR2B	0	1	0	0	1	1	0	1	0	0
BMP5_BMPR1A	1	1	0	1	1	1	0	1	1	1
BMP5_BMPR1B	1	1	0	0	1	1	0	1	1	1
BMP5_BMPR2	1	1	1	0	1	1	0	1	1	1
BMP5_HJV	0	0	0	0	0	1	1	1	1	1
BMP5_XK	0	0	1	0	0	0	0	0	0	0
BMP6_ACVR1	1	1	1	1	1	1	1	1	1	1
BMP6_ACVR2A	0	1	0	1	1	1	1	1	1	1
BMP6_ACVR2B	0	1	0	0	1	1	0	1	0	0
BMP6_BMPR1A	1	1	0	1	1	1	1	1	1	1
BMP6_BMPR1B	1	1	0	1	1	1	1	1	1	1
BMP6_BMPR2	1	1	1	1	1	1	1	1	1	1
BMP6_HJV	0	0	0	0	0	0	1	0	0	1
BMP6_XK	0	0	1	0	0	0	0	0	0	0
BMP7_ACVR1	0	1	1	1	1	1	1	1	1	1
BMP7_ACVR2A	0	1	0	1	1	1	1	1	1	1
BMP7_ACVR2B	0	1	0	1	1	1	1	1	1	1
BMP7_BMPR1A	1	1	0	1	1	1	1	1	1	1
BMP7_BMPR1B	1	1	0	1	1	1	1	1	1	1
BMP7_BMPR2	1	1	1	1	1	1	1	1	1	1
BMP7_ENG	0	0	0	1	0	1	1	1	1	1
BMP7_HJV	0	0	0	0	0	0	1	0	0	0
BMP7_XK	0	0	1	0	0	0	0	0	0	0
BMP7_PTPRK	0	0	1	0	0	0	0	0	0	0
BMP8A_ACVR1	0	1	1	0	1	0	0	0	0	0
BMP8A_ACVR2A	0	1	0	0	1	0	1	0	0	0
BMP8A_ACVR2B	0	1	0	0	1	0	1	0	0	0
BMP8A_BMPR1A	1	1	0	0	1	0	1	0	1	1
BMP8A_BMPR1B	1	1	0	0	1	0	0	0	1	1
BMP8A_BMPR2	1	1	1	0	1	0	1	0	1	1
BMP8A_XK	0	0	1	0	0	0	0	0	0	0
BMP8A_TGFBR1	0	0	0	0	0	0	1	0	0	0
BMP8A_TGFBR2	0	0	0	0	0	0	1	0	0	0
BMP8B_ACVR1	0	1	0	0	1	1	0	1	0	0
BMP8B_ACVR2A	0	1	0	0	1	1	0	1	0	0
BMP8B_ACVR2B	0	1	0	0	1	1	0	1	0	0
BMP8B_BMPR1A	1	1	0	0	1	1	0	1	1	1
BMP8B_BMPR1B	1	1	0	0	1	1	0	1	1	1
BMP8B_BMPR2	1	1	0	0	1	1	0	1	1	1
BMP8B_PLAUR	0	0	1	0	0	0	0	0	0	1
BSG_KDR	0	0	0	0	1	0	0	0	0	0
BSG_SELE	0	0	0	0	0	0	1	0	1	1
BSG_SLC16A1	0	0	0	0	0	0	1	0	0	0
BSG_SLC16A7	0	0	0	0	0	0	1	0	0	0
BST1_CAV1	0	0	0	1	0	1	0	1	1	1
BST2_LILRA4	0	0	0	0	0	0	1	0	1	1
BST2_XK	0	0	1	0	0	0	0	0	0	0
BTC_EGFR	1	1	1	1	1	1	1	1	1	1
BTC_ERBB2	0	1	0	1	1	1	1	1	1	1
BTC_ERBB3	0	0	1	1	1	1	1	1	1	1
BTC_ERBB4	1	1	1	1	1	1	1	1	1	1
BTLA_CD247	0	0	0	0	0	1	0	1	1	1
BTLA_CD79A	0	0	0	1	0	1	1	1	1	1
BTLA_TNFRSF14	0	1	0	0	1	1	1	1	1	1
BTLA_VTCN1	0	0	0	1	1	1	1	1	1	1
C1QA_CD33	0	0	0	0	0	0	1	0	0	0
C1QA_CD93	0	0	0	1	0	1	1	1	1	1
C1QA_CR1	0	0	0	1	0	1	0	1	1	1
C1QA_CSPG4	0	0	0	1	0	1	1	1	1	1
C1QB_C1QBP	0	0	0	0	0	0	0	0	0	1
C1QB_CD33	0	0	0	0	0	0	1	0	0	0
C1QB_LRP1	0	0	0	1	0	1	1	1	1	1
C1QTNF1_AVPR2	0	0	0	1	0	1	1	1	1	1
C1QTNF5_MFRP	0	0	0	1	0	1	0	1	1	1
C3_ADRA2A	0	0	0	0	0	0	0	0	1	1
C3_C3AR1	0	1	0	1	1	1	1	1	1	1
C3_C5AR2	0	0	0	1	0	1	1	1	1	1
C3_CD19	0	0	0	1	0	1	1	1	1	1
C3_CD46	0	0	0	1	0	1	1	1	1	1
C3_CD81	0	0	0	0	0	1	0	1	1	1
C3_CR1	0	0	0	1	1	1	1	1	1	1
C3_CR2	0	1	0	0	1	0	1	0	0	1
C3_GRM7	0	0	0	0	0	0	0	0	1	1
C3_IFITM1	0	0	0	0	0	1	0	1	1	1
C3_ITGAM	0	1	0	1	1	1	1	1	1	1
C3_ITGAX	0	1	0	1	1	1	1	1	1	1
C3_ITGB2	0	1	0	1	1	1	1	1	1	1
C3_LRP1	0	0	0	1	0	1	1	1	1	1
C3_MTNR1A	0	0	0	0	0	0	0	0	1	1
C3_NELL1	0	0	0	0	0	0	1	0	0	0
C4A_C3AR1	0	1	0	1	0	1	1	1	1	1
C4A_C5AR2	0	0	0	1	0	1	1	1	1	1
C4A_CR1	0	0	0	1	0	1	1	1	1	1
C4A_CR2	0	1	0	0	0	0	0	0	0	0
C4A_NELL1	0	0	0	0	0	0	1	0	0	0
C4BPA_BMPR2	0	0	0	1	0	1	1	1	1	1
C4BPA_CD40	0	0	0	1	1	1	1	1	1	1
C4BPA_LRP1	0	0	0	1	0	1	1	1	1	1
C4B_CD46	0	0	0	1	0	1	1	1	1	1
C4B_CR1	0	0	0	1	0	1	1	1	1	1
C5_ADRA2A	0	0	0	0	0	0	0	0	1	1
C5_C5AR1	0	1	0	1	0	1	1	1	1	1
C5_C5AR2	0	0	0	1	0	1	1	1	1	1
C5_GRM7	0	0	0	0	0	0	0	0	1	1
C5_MTNR1A	0	0	0	0	0	0	0	0	1	1
C6orf15_DDR1	0	0	0	0	0	1	0	1	1	0
CADM1_CADM1	0	1	0	0	0	0	1	0	0	0
CADM1_CADM3	0	0	0	0	0	0	1	0	0	0
CADM1_CRTAM	0	0	0	1	0	0	1	0	0	0
CADM1_NECTIN3	0	0	0	0	0	0	1	0	0	0
CADM3_CADM1	0	0	0	0	0	0	1	0	0	0
CADM3_CADM3	0	1	0	0	0	0	1	0	0	0
CADM3_NECTIN1	0	0	1	0	0	0	1	0	0	0
CADM3_NECTIN3	0	0	0	0	0	0	1	0	0	0
CALCA_ADCYAP1R1	0	0	0	0	0	0	0	0	1	1
CALCA_ADRB2	0	0	0	0	0	0	0	0	1	1
CALCA_ADRB3	0	0	0	0	0	0	0	0	1	1
CALCA_CALCR	0	1	1	1	1	1	1	1	1	1
CALCA_CALCRL	0	1	0	1	1	1	1	1	1	1
CALCA_GPR20	0	0	0	0	0	0	0	0	1	1
CALCA_GPR84	0	0	0	0	0	0	0	0	1	1
CALCA_PTH1R	0	0	0	0	0	0	0	0	1	1
CALCA_RAMP1	0	0	0	1	1	1	1	1	1	1
CALCA_RAMP2	0	0	0	1	1	1	1	1	1	1
CALCA_RAMP3	0	0	0	0	1	0	0	0	1	1
CALCA_TSHR	0	0	0	0	0	0	0	0	1	1
CALCA_VIPR1	0	0	0	0	0	0	0	0	1	1
CALCB_ADCYAP1R1	0	0	0	0	0	0	0	0	1	1
CALCB_ADRB2	0	0	0	0	0	0	0	0	1	1
CALCB_ADRB3	0	0	0	0	0	0	0	0	1	1
CALCB_CALCR	0	1	1	1	0	1	1	1	1	1
CALCB_CALCRL	0	1	0	1	0	1	1	1	1	1
CALCB_GPR20	0	0	0	0	0	0	0	0	1	1
CALCB_GPR84	0	0	0	0	0	0	0	0	1	1
CALCB_PTH1R	0	0	0	0	0	0	0	0	1	1
CALCB_RAMP1	0	0	0	1	0	1	1	1	1	1
CALCB_RAMP2	0	0	0	0	0	0	0	0	1	1
CALCB_RAMP3	0	0	0	0	0	0	0	0	1	1
CALCB_TSHR	0	0	0	0	0	0	0	0	1	1
CALCB_VIPR1	0	0	0	0	0	0	0	0	1	1
CALM1_ABCA1	0	0	0	0	0	1	0	1	1	0
CALM1_ADCY8	0	0	0	0	0	1	0	1	1	1
CALM1_ADCYAP1R1	0	0	0	0	0	1	0	1	1	1
CALM1_AQP1	0	0	0	0	0	0	0	0	0	1
CALM1_AQP6	0	0	0	0	0	1	0	1	1	1
CALM1_CACNA1C	0	0	0	0	0	1	0	1	1	1
CALM1_CALCR	0	0	0	0	0	1	0	1	1	1
CALM1_CNGA2	0	0	0	0	0	1	0	1	1	1
CALM1_CRHR1	0	0	0	0	0	1	0	1	1	1
CALM1_EGFR	0	0	0	0	0	1	0	1	1	1
CALM1_FAS	0	0	0	0	0	1	0	1	1	1
CALM1_GLP1R	0	0	0	0	0	1	0	1	1	1
CALM1_GLP2R	0	0	0	0	0	1	0	1	1	1
CALM1_GP6	0	0	0	0	0	1	0	1	1	1
CALM1_GRM3	0	0	0	0	0	1	0	1	1	1
CALM1_GRM4	0	0	0	0	0	1	0	1	1	1
CALM1_GRM5	0	0	0	0	0	1	0	1	1	1
CALM1_GRM7	0	0	0	0	0	1	0	1	1	1
CALM1_HMMR	0	0	0	0	0	1	0	1	1	1
CALM1_HTR2C	0	0	0	0	0	1	0	1	1	1
CALM1_INSR	0	0	0	0	0	1	0	1	1	1
CALM1_KCNN4	0	0	0	0	0	1	0	1	1	1
CALM1_KCNQ1	0	0	0	0	0	1	0	1	1	1
CALM1_KCNQ3	0	0	0	0	0	1	0	1	1	1
CALM1_KCNQ5	0	0	0	0	0	1	0	1	1	1
CALM1_MIP	0	0	0	0	0	0	0	0	0	1
CALM1_MYLK	0	0	0	0	0	1	0	1	1	1
CALM1_MYLK2	0	0	0	0	0	1	0	1	1	1
CALM1_OPRM1	0	0	0	0	0	1	0	1	1	1
CALM1_PDE1A	0	0	0	0	0	1	0	1	1	1
CALM1_PDE1B	0	0	0	0	0	1	0	1	1	1
CALM1_PDE1C	0	0	0	0	0	1	0	1	1	1
CALM1_PLPP6	0	0	0	0	0	1	0	1	1	0
CALM1_PTH2R	0	0	0	0	0	1	0	1	1	1
CALM1_PTPRA	0	0	0	0	0	1	0	1	1	1
CALM1_RYR2	0	0	0	0	0	0	0	0	0	1
CALM1_SCN10A	0	0	0	0	0	1	0	1	1	1
CALM1_SCN4A	0	0	0	0	0	1	0	1	1	1
CALM1_SCTR	0	0	0	0	0	1	0	1	1	1
CALM1_SELL	0	0	0	0	0	1	0	1	1	1
CALM1_TNPO1	0	0	0	0	0	1	0	1	1	0
CALM1_TRPC3	0	0	0	0	0	1	0	1	1	1
CALM1_TRPC5	0	0	0	0	0	1	0	1	1	1
CALM1_VIPR1	0	0	0	0	0	1	0	1	1	1
CALM2_ABCA1	0	0	0	0	0	1	0	1	1	0
CALM2_ADCY8	0	0	0	0	0	1	0	1	1	1
CALM2_AQP1	0	0	0	0	0	0	0	0	0	1
CALM2_AQP6	0	0	0	0	0	1	0	1	1	1
CALM2_CACNA1C	0	0	0	0	0	1	0	1	1	1
CALM2_EGFR	0	0	0	0	0	1	0	1	1	1
CALM2_GP6	0	0	0	0	0	1	0	1	1	1
CALM2_GRM5	0	0	0	0	0	1	0	1	1	1
CALM2_GRM7	0	0	0	0	0	1	0	1	1	1
CALM2_INSR	0	0	0	0	0	1	0	1	1	1
CALM2_KCNQ1	0	0	0	0	0	1	0	1	1	1
CALM2_KCNQ3	0	0	0	0	0	1	0	1	1	1
CALM2_KCNQ5	0	0	0	0	0	1	0	1	1	1
CALM2_MYLK	0	0	0	0	0	1	0	1	1	1
CALM2_MYLK2	0	0	0	0	0	1	0	1	1	1
CALM2_PDE1A	0	0	0	0	0	1	0	1	1	1
CALM2_PDE1B	0	0	0	0	0	1	0	1	1	1
CALM2_PDE1C	0	0	0	0	0	1	0	1	1	1
CALM2_PLPP6	0	0	0	0	0	1	0	1	1	1
CALM2_SCN10A	0	0	0	0	0	1	0	1	1	1
CALM2_SCN4A	0	0	0	0	0	1	0	1	1	1
CALM2_SELL	0	0	0	0	0	1	0	1	1	1
CALM2_TRPC5	0	0	0	0	0	1	0	1	1	1
CALM3_ABCA1	0	0	0	0	0	1	0	1	1	0
CALM3_ADCY8	0	0	0	0	0	1	0	1	1	1
CALM3_AQP1	0	0	0	0	0	0	0	0	0	1
CALM3_AQP6	0	0	0	0	0	1	0	1	1	1
CALM3_AR	0	0	0	0	0	0	0	0	0	1
CALM3_CACNA1C	0	0	0	0	0	0	0	0	0	1
CALM3_EGFR	0	0	0	0	0	1	0	1	1	1
CALM3_ESR1	0	0	0	0	0	0	0	0	0	1
CALM3_GP6	0	0	0	0	0	1	0	1	1	1
CALM3_GRM5	0	0	0	0	0	1	0	1	1	1
CALM3_GRM7	0	0	0	0	0	1	0	1	1	1
CALM3_INSR	0	0	0	0	0	1	0	1	1	1
CALM3_KCNQ1	0	0	0	0	0	1	0	1	1	1
CALM3_KCNQ3	0	0	0	0	0	1	0	1	1	1
CALM3_KCNQ5	0	0	0	0	0	1	0	1	1	1
CALM3_MYLK	0	0	0	0	0	1	0	1	1	1
CALM3_MYLK2	0	0	0	0	0	1	0	1	1	1
CALM3_PDE1A	0	0	0	0	0	1	0	1	1	1
CALM3_PDE1B	0	0	0	0	0	1	0	1	1	1
CALM3_PDE1C	0	0	0	0	0	1	0	1	1	1
CALM3_PLPP6	0	0	0	0	0	1	0	1	1	0
CALM3_RYR2	0	0	0	0	0	0	0	0	0	1
CALM3_SCN10A	0	0	0	0	0	1	0	1	1	1
CALM3_SCN4A	0	0	0	0	0	1	0	1	1	1
CALM3_SELL	0	0	0	0	0	1	0	1	1	1
CALM3_TRPC5	0	0	0	0	0	1	0	1	1	1
CALML3_KCNQ1	0	0	0	0	0	0	0	0	0	1
CALR_HLA-F	0	0	0	0	0	1	0	1	1	1
CALR_ITGA2B	0	0	0	1	0	1	0	1	1	1
CALR_ITGA3	0	0	0	1	0	1	1	1	1	1
CALR_ITGAV	0	0	0	1	0	1	1	1	1	1
CALR_LRP1	0	0	0	1	0	1	1	1	1	1
CALR_MPL	0	0	0	0	0	0	0	0	0	1
CALR_MTNR1A	0	0	0	1	0	1	1	1	1	1
CALR_SCARF1	0	0	0	1	0	1	1	1	1	1
CALR_TSHR	0	0	0	1	0	1	1	1	1	1
CAMP_EGFR	0	0	0	0	0	1	0	1	1	1
CAMP_FPR2	0	0	1	1	0	1	1	1	1	1
CAMP_IGF1R	0	0	0	0	0	1	0	1	1	1
CAMP_P2RX7	0	0	0	0	0	1	0	1	1	1
CCK_CCKAR	0	1	0	1	0	1	1	1	1	1
CCK_CCKBR	0	1	0	1	0	1	1	1	1	1
CCL11_ACKR1	0	1	0	0	1	0	0	0	1	1
CCL11_ACKR2	0	1	1	1	1	1	1	1	1	1
CCL11_ACKR4	0	0	1	1	0	1	1	1	1	1
CCL11_CCR2	1	0	1	1	1	1	1	1	1	1
CCL11_CCR3	1	1	1	1	1	1	1	1	1	1
CCL11_CCR5	1	0	0	1	1	1	1	1	1	1
CCL11_CXCR3	1	0	0	1	1	1	1	1	1	1
CCL11_DPP4	0	0	1	0	0	0	0	0	0	1
CCL13_ACKR1	0	1	0	0	1	0	0	0	1	1
CCL13_ACKR2	1	1	1	1	1	1	1	1	1	1
CCL13_ACKR4	0	1	0	1	0	1	1	1	1	1
CCL13_CCR1	1	1	1	1	0	1	0	1	1	1
CCL13_CCR2	1	0	1	1	1	1	1	1	1	1
CCL13_CCR3	1	0	1	1	1	1	1	1	1	1
CCL13_CCR5	1	0	0	1	0	1	1	1	1	1
CCL13_CCR9	0	0	0	0	0	0	0	0	0	1
CCL13_CXCR3	1	0	0	1	0	1	1	1	1	1
CCL14_ACKR1	0	1	0	0	1	0	0	0	1	1
CCL14_ACKR2	0	1	1	1	1	1	1	1	1	1
CCL14_CCR1	1	1	1	1	1	1	1	1	1	1
CCL14_CCR3	1	0	1	1	0	1	1	1	1	1
CCL14_CCR5	1	0	0	1	1	1	1	1	1	1
CCL15_CCR1	1	1	1	1	1	1	1	1	1	1
CCL15_CCR3	1	0	1	1	1	1	1	1	1	1
CCL16_ACKR1	0	1	0	0	0	0	0	0	0	0
CCL16_ADRA2A	0	0	0	0	0	0	0	0	1	1
CCL16_CCR1	1	1	1	1	1	1	1	1	1	1
CCL16_CCR2	1	0	1	1	1	1	1	1	1	1
CCL16_CCR5	1	0	0	1	1	1	1	1	1	1
CCL16_CCR8	1	0	1	1	1	1	1	1	1	1
CCL16_CXCR5	1	0	0	0	0	0	0	0	0	0
CCL16_GRM7	0	0	0	0	0	0	0	0	1	1
CCL16_HRH4	0	0	1	1	1	1	1	1	1	1
CCL16_MTNR1A	0	0	0	0	0	0	0	0	1	1
CCL17_ACKR1	0	1	1	1	1	1	1	1	1	1
CCL17_ACKR2	0	1	0	0	1	0	1	0	1	1
CCL17_CCR4	1	1	1	1	1	1	1	1	1	1
CCL17_CCR5	1	0	0	0	0	0	0	0	0	0
CCL17_CCR8	1	0	0	1	0	1	1	1	1	1
CCL18_ACKR1	0	1	0	0	0	0	0	0	0	0
CCL18_CCR1	1	0	1	0	0	0	0	0	0	1
CCL18_CCR3	1	0	0	0	1	0	1	0	0	1
CCL18_CCR8	1	0	1	0	1	0	1	0	1	1
CCL18_ERG28	0	0	0	1	0	1	0	1	1	0
CCL18_PITPNM3	0	0	0	0	1	0	1	0	0	0
CCL19_ACKR2	1	0	0	1	0	1	1	1	1	1
CCL19_ACKR4	0	1	1	1	1	1	1	1	1	1
CCL19_ADRA2A	0	0	0	0	0	0	0	0	1	1
CCL19_CCR10	0	0	0	0	0	0	0	0	0	1
CCL19_CCR7	1	1	1	1	1	1	1	1	1	1
CCL19_CCRL2	0	0	1	1	1	1	1	1	1	1
CCL19_CXCR3	1	0	1	1	0	1	1	1	1	1
CCL19_GRM7	0	0	0	0	0	0	0	0	1	1
CCL19_MTNR1A	0	0	0	0	0	0	0	0	1	1
CCL1_ACKR1	0	1	0	0	0	0	0	0	0	0
CCL1_ACKR4	0	1	0	0	0	0	0	0	0	0
CCL1_CCR1	1	0	0	0	0	0	0	0	0	0
CCL1_CCR8	1	1	1	1	1	1	1	1	1	1
CCL20_ACKR4	0	0	0	0	0	0	1	0	0	0
CCL20_ADRA2A	0	0	0	0	0	0	0	0	1	1
CCL20_CCR6	1	1	1	1	1	1	1	1	1	1
CCL20_CXCR3	1	0	1	1	0	1	1	1	1	1
CCL20_GRM7	0	0	0	0	0	0	0	0	1	1
CCL20_MTNR1A	0	0	0	0	0	0	0	0	1	1
CCL21_ACKR2	1	0	0	1	0	1	1	1	1	1
CCL21_ACKR4	0	1	1	1	1	1	1	1	1	1
CCL21_ADRA2A	0	0	0	0	0	0	0	0	1	1
CCL21_CCR7	1	1	1	1	1	1	1	1	1	1
CCL21_CXCR3	1	0	0	1	0	1	1	1	0	1
CCL21_GRM7	0	0	0	0	0	0	0	0	1	1
CCL21_MTNR1A	0	0	0	0	0	0	0	0	1	1
CCL22_ACKR2	0	1	0	0	1	0	1	0	1	1
CCL22_CCR4	1	1	1	1	1	1	1	1	1	1
CCL22_DPP4	0	0	1	0	0	0	0	0	0	1
CCL23_ACKR2	0	0	0	0	1	0	0	0	1	1
CCL23_ADRA2A	0	0	0	0	0	0	0	0	1	0
CCL23_CCR1	1	1	1	1	1	1	1	1	1	1
CCL23_FPR2	0	0	0	0	1	0	0	0	0	0
CCL23_GRM7	0	0	0	0	0	0	0	0	1	0
CCL23_IDE	0	0	1	0	0	0	0	0	0	0
CCL23_MTNR1A	0	0	0	0	0	0	0	0	1	0
CCL24_ACKR2	0	1	0	0	1	0	0	0	1	1
CCL24_CCR2	1	0	1	1	0	1	1	1	1	1
CCL24_CCR3	1	1	1	1	1	1	1	1	1	1
CCL25_ACKR2	1	1	1	1	1	1	1	1	1	1
CCL25_ACKR4	0	1	1	1	1	1	1	1	1	1
CCL25_ADRA2A	0	0	0	0	0	0	0	0	1	1
CCL25_CCR10	0	0	0	0	0	0	0	0	0	1
CCL25_CCR9	0	0	0	0	0	0	0	0	0	1
CCL25_GRM7	0	0	0	0	0	0	0	0	1	1
CCL25_MTNR1A	0	0	0	0	0	0	0	0	1	1
CCL26_ACKR2	0	1	0	0	0	0	0	0	0	0
CCL26_CCR1	1	0	1	1	1	1	1	1	1	1
CCL26_CCR2	1	0	1	1	1	1	1	1	1	1
CCL26_CCR3	1	1	1	1	1	1	1	1	1	1
CCL26_CCR5	1	0	0	0	1	0	0	0	0	0
CCL26_CX3CR1	1	0	0	0	1	1	0	0	0	0
CCL27_ACKR2	1	1	1	1	1	1	1	1	1	1
CCL27_ADRA2A	0	0	0	0	0	0	0	0	1	1
CCL27_CCR10	0	0	0	0	0	0	0	0	0	1
CCL27_CCR2	1	1	0	0	0	0	0	0	0	0
CCL27_CCR3	1	1	0	0	0	0	0	0	0	0
CCL27_GRM7	0	0	0	0	0	0	0	0	1	1
CCL27_MTNR1A	0	0	0	0	0	0	0	0	1	1
CCL28_ACKR2	0	0	0	0	0	0	0	0	0	1
CCL28_ADRA2A	0	0	0	0	0	0	0	0	0	1
CCL28_CCR10	0	0	0	0	0	0	0	0	0	1
CCL28_CCR3	0	0	0	0	0	0	0	0	0	1
CCL28_GRM7	0	0	0	0	0	0	0	0	0	1
CCL28_MTNR1A	0	0	0	0	0	0	0	0	0	1
CCL2_ACKR1	0	1	1	1	1	1	1	1	1	1
CCL2_ACKR2	1	1	1	1	1	1	1	1	1	1
CCL2_ACKR4	0	0	0	1	0	1	1	1	1	1
CCL2_CCR1	1	0	0	1	0	1	1	1	1	1
CCL2_CCR10	0	0	0	0	0	0	0	0	0	1
CCL2_CCR2	1	1	1	1	1	1	1	1	1	1
CCL2_CCR3	1	0	0	1	0	1	1	1	1	1
CCL2_CCR4	1	0	0	1	0	1	1	1	1	1
CCL2_CCR5	1	0	0	1	0	1	1	1	1	1
CCL3L1_ACKR2	0	1	0	0	1	0	1	0	1	0
CCL3L1_CCR1	1	1	0	1	1	1	1	1	1	0
CCL3L1_CCR3	1	0	0	1	1	1	1	1	1	0
CCL3L1_CCR5	1	0	0	1	1	1	1	1	1	0
CCL3L3_ACKR2	0	0	0	1	0	1	1	1	0	1
CCL3L3_CCR1	1	1	0	0	0	0	0	0	0	0
CCL3L3_CCR5	1	0	0	1	0	1	1	1	0	1
CCL3_ACKR2	0	1	1	1	1	1	1	1	1	1
CCL3_CCR1	1	1	1	1	1	1	1	1	1	1
CCL3_CCR3	1	0	1	1	0	1	1	1	1	1
CCL3_CCR4	1	0	0	1	0	1	1	1	1	1
CCL3_CCR5	1	1	1	1	1	1	1	1	1	1
CCL3_CXCR5	1	0	0	0	0	0	0	0	0	0
CCL3_IDE	0	0	1	0	0	0	0	0	0	0
CCL4L1_ACKR2	0	0	0	0	1	0	0	0	0	0
CCL4L1_CCR1	1	0	0	0	0	0	1	0	0	0
CCL4L1_CCR3	1	0	0	0	0	0	1	0	0	0
CCL4L1_CCR5	1	0	0	0	0	0	1	0	0	0
CCL4_ACKR2	0	1	1	1	1	1	1	1	1	1
CCL4_CALCR	0	0	1	0	0	0	0	0	0	0
CCL4_CCR1	1	0	0	1	0	1	1	1	1	1
CCL4_CCR3	1	0	0	1	0	1	1	1	1	1
CCL4_CCR5	1	1	1	1	1	1	1	1	1	1
CCL4_CCR8	1	0	1	1	0	1	1	1	1	1
CCL4_CNR2	0	0	1	0	0	0	0	0	0	1
CCL4_CXCR5	1	0	0	0	0	0	0	0	0	0
CCL4_XK	0	0	1	0	0	0	0	0	0	0
CCL5_ACKR1	0	1	1	1	1	1	1	1	1	1
CCL5_ACKR2	0	1	1	1	1	1	1	1	1	1
CCL5_ACKR4	0	0	1	1	0	1	0	1	1	1
CCL5_ADRA2A	0	0	0	0	0	0	0	0	1	1
CCL5_CCR1	1	1	1	1	1	1	1	1	1	1
CCL5_CCR3	1	1	1	1	1	1	1	1	1	1
CCL5_CCR4	1	1	1	1	0	1	1	1	1	1
CCL5_CCR5	1	1	1	1	1	1	1	1	1	1
CCL5_CCRL2	0	0	0	0	0	0	0	0	0	1
CCL5_CXCR3	1	0	0	1	0	1	1	1	1	1
CCL5_CXCR5	1	0	0	0	0	0	0	0	0	0
CCL5_GPR75	0	0	1	1	0	1	1	1	1	1
CCL5_GRM7	0	0	0	0	0	0	0	0	1	1
CCL5_MTNR1A	0	0	0	0	0	0	0	0	1	1
CCL5_SDC1	0	0	0	1	1	1	1	1	1	1
CCL5_SDC4	0	0	0	1	1	1	1	1	1	1
CCL7_ACKR1	0	1	1	1	0	1	1	1	1	1
CCL7_ACKR2	1	1	1	1	1	1	1	1	1	1
CCL7_ACKR4	0	0	0	1	0	1	1	1	1	1
CCL7_CCR1	1	1	1	1	1	1	1	1	1	1
CCL7_CCR10	0	0	0	0	0	0	0	0	0	1
CCL7_CCR2	1	1	1	1	1	1	1	1	1	1
CCL7_CCR3	1	1	1	1	1	1	1	1	1	1
CCL7_CCR5	1	0	1	1	1	1	1	1	1	1
CCL7_CXCR3	1	0	0	1	0	1	1	1	1	1
CCL8_ACKR1	0	1	1	1	0	1	1	1	1	1
CCL8_ACKR2	0	1	1	1	1	1	1	1	1	1
CCL8_ACKR4	0	1	0	1	0	1	1	1	1	1
CCL8_CCR1	1	1	1	1	1	1	1	1	1	1
CCL8_CCR2	1	1	1	1	1	1	1	1	1	1
CCL8_CCR3	1	0	1	1	0	1	1	1	1	1
CCL8_CCR5	1	0	1	1	1	1	1	1	1	1
CCN1_CAV1	0	0	0	0	0	1	0	1	1	1
CCN1_ITGA5	0	0	0	1	0	1	0	1	1	1
CCN1_ITGAM	0	0	0	1	0	1	0	1	1	1
CCN1_ITGAV	0	0	0	1	0	1	0	1	1	1
CCN1_ITGB2	0	0	0	1	0	1	0	1	1	1
CCN1_ITGB3	0	0	0	1	0	1	0	1	1	1
CCN1_ITGB5	0	0	0	1	0	1	0	1	1	1
CCN1_TLR2	0	0	0	0	0	0	0	0	0	1
CCN1_TLR4	0	0	0	0	0	0	0	0	0	1
CCN2_EGFR	0	0	0	0	0	0	0	0	0	1
CCN2_ERBB4	0	0	0	1	0	1	0	1	1	1
CCN2_FGFR2	0	0	0	0	0	0	1	0	0	0
CCN2_IGF2R	0	0	0	0	0	0	1	0	0	0
CCN2_ITGA5	0	0	0	1	0	1	1	1	1	1
CCN2_ITGAM	0	0	0	1	0	1	1	1	1	1
CCN2_ITGB2	0	0	0	1	0	1	1	1	1	1
CCN2_LRP1	0	0	0	1	0	1	1	1	1	1
CCN2_LRP6	0	0	0	1	0	1	1	1	1	1
CCN2_NTRK1	0	0	0	1	0	1	1	1	1	1
CCN3_XK	0	0	1	0	0	0	0	0	0	0
CCN3_NOTCH1	0	0	0	1	0	1	1	1	1	1
CCN3_PLXNA1	0	0	0	0	0	1	0	1	1	1
CCN4_ITGA5	0	0	0	0	0	0	1	0	0	0
CCN4_ITGB1	0	0	0	0	0	0	1	0	0	0
CCN6_XK	0	0	1	0	0	0	0	0	0	0
CCN6_SORL1	0	0	0	0	0	0	0	0	0	1
CCNA2_ITGA5	0	0	0	0	0	0	1	0	0	0
CCNA2_ITGAM	0	0	0	0	0	0	1	0	0	0
CCNA2_ITGAV	0	0	0	0	0	0	1	0	0	0
CCNA2_ITGB2	0	0	0	0	0	0	1	0	0	0
CCNA2_ITGB3	0	0	0	0	0	0	1	0	0	0
CCNA2_ITGB5	0	0	0	0	0	0	1	0	0	0
CCNA2_SDC4	0	0	0	0	1	0	1	0	0	0
CD14_ITGA4	0	0	0	1	0	1	1	1	1	1
CD14_ITGB1	0	0	0	1	0	1	1	1	1	1
